# id1,id2,area [um^2]
1.631000000000000000e+03,2.049000000000000000e+03,1.095900000000000000e+04,5.563641507090000271e-01,8.241500348560000244e-01,-1.059983577819999939e-01,9.608468926172963620e+01,2.852896007111396415e+01,9.579207687664000659e+00,8.977651647867075724e+01,5.006231240820060435e-01
1.631000000000000000e+03,2.446000000000000000e+03,1.095300000000000000e+04,9.182794873120000423e-01,-3.957699981969999836e-01,1.135304843599999926e-02,8.934950426558145864e+01,3.377468041646556429e+01,1.282048161295499966e+01,1.338890592936355688e+02,2.552495599944586413e-01
1.631000000000000000e+03,2.590000000000000000e+03,1.094700000000000000e+04,-5.613838820009999786e-01,4.473407616050000257e-01,6.962286837219999747e-01,4.587479153854631875e+01,2.927425340224650085e+01,1.901494497364599923e+01,3.602803429499826393e+01,7.995960645679870415e-01
1.631000000000000000e+03,2.729000000000000000e+03,1.095100000000000000e+04,5.732257281220000111e-01,3.327906229740000277e-01,7.487741087129999862e-01,4.151570129718916746e+01,3.770148920268299975e+01,7.856866208781999816e+00,1.301796615260245744e+02,2.758828786103224018e-01
1.631000000000000000e+03,2.754000000000000000e+03,1.096200000000000000e+04,5.099248884989999731e-01,-8.316039400460000230e-01,2.200261234229999863e-01,7.728943264722325068e+01,2.513738783636572549e+01,8.477510596020000344e-01,1.159719870679523268e+02,3.549122769788549125e-01
1.631000000000000000e+03,2.810000000000000000e+03,1.095200000000000000e+04,9.173062774519999962e-01,4.180112629999999802e-02,3.959821450370000218e-01,6.667275798126637198e+01,2.698448693216996830e+01,2.399281072407999815e+00,1.619240676084628205e+02,9.930638668232004418e-02
1.631000000000000000e+03,2.881000000000000000e+03,1.094800000000000000e+04,-5.195996104550000272e-01,-6.023891336669999763e-01,-6.059237381509999798e-01,1.272953427088940117e+02,1.447177583739400752e+01,1.593425494059999892e+00,1.631786276360681995e+02,9.232796635804728369e-02
1.631000000000000000e+03,3.036000000000000000e+03,1.095700000000000000e+04,-3.465848415699999963e-02,-9.199420568699999690e-01,3.905193996179999738e-01,6.701317818002843296e+01,4.175391802666286623e+01,3.305728966441999983e+00,1.400317661277256320e+02,2.210810951352011056e-01
1.631000000000000000e+03,3.143000000000000000e+03,1.095500000000000000e+04,-2.494189786919999985e-01,-6.352337940300000207e-01,7.309365225449999670e-01,4.303503639978448092e+01,6.073499174659925615e+01,1.414285037624700081e+01,4.594518053457159112e+01,7.444324906024433197e-01
1.631000000000000000e+03,3.459000000000000000e+03,1.094900000000000000e+04,1.943740055139999978e-01,-9.330961421279999612e-01,-3.025728598649999879e-01,1.076122007767247339e+02,2.655603191750872938e+01,1.038187145116899934e+01,5.155514687203066160e+01,7.771380684359746605e-01
1.631000000000000000e+03,3.611000000000000000e+03,1.095800000000000000e+04,-3.555062952929999853e-01,9.305419696040000410e-01,-8.778904722399999416e-02,9.503642529446352682e+01,1.616020288196606458e+01,6.273681475321000178e+00,1.449542534110823340e+02,1.937000336090197450e-01
1.731000000000000000e+03,2.059000000000000000e+03,1.162900000000000000e+04,-3.906830229100000107e-01,-2.775639230679999847e-01,-8.776816303319999735e-01,1.513639520772678395e+02,2.892562646132074633e+01,4.427341817431999615e+00,2.308836134189646927e+01,5.487758572613092856e-01
1.731000000000000000e+03,2.619000000000000000e+03,1.162700000000000000e+04,-6.606262529819999507e-01,-7.502406834499999455e-01,2.668090642000000082e-02,8.847111523722216475e+01,3.885775332199465737e+01,1.550420343581800076e+01,2.417620177858053765e+01,5.373517290970872828e-01
1.731000000000000000e+03,2.845000000000000000e+03,1.163100000000000000e+04,7.559925519589999476e-01,-5.675088584720000551e-01,-3.262038579459999865e-01,1.090385263152132325e+02,5.051455318863768440e+01,4.020060175368000088e+00,9.726787751940243254e+01,2.240160272786294871e-01
1.731000000000000000e+03,2.927000000000000000e+03,1.163400000000000000e+04,5.333450110430000279e-01,-8.438328401000000367e-01,5.906976523000000145e-02,8.661358046825861834e+01,2.813358444242392054e+01,4.108935034803000264e+00,7.921297450462324719e+01,2.617127254366359845e-01
